DOI,AUTHOR_NAME,AUTHOR_ORDER,AFFILIATION,TITLE,DATE,VOLUME,ISSUE,PAGES,KEYWORDS
"10.1080/16184742.2021.1967419
",Stephanie Kiefer,additional,"Westfälische Wilhelms Universität Münster, Münster, Germany",Gender-specific impact of age diversity on the performance of small teams: empirical evidence from professional biathlon relays,2021-8-26,NA,NA,1-18,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2021.1967419
",Linn-Brit Bade,additional,"Westfälische Wilhelms Universität Münster, Münster, Germany",Gender-specific impact of age diversity on the performance of small teams: empirical evidence from professional biathlon relays,2021-8-26,NA,NA,1-18,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2021.1945122
",Jonathan Robertson,first,"Deakin Business School, Deakin University, Geelong, Australia",Moral disengagement and sport integrity: identifying and mitigating integrity breaches in sport management,2021-6-25,21,5,714-730,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2021.1945122
",Bram Constandt,additional,"Department of Movement and Sports Sciences, Ghent University, Ghent, Belgium",Moral disengagement and sport integrity: identifying and mitigating integrity breaches in sport management,2021-6-25,21,5,714-730,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2019.1607521
",Wooyoung (William) Jang,first,"Department of Kinesiology, Indiana University, Bloomington, IN, USA","Sportscape, emotion, and behavioral intention: a case of the big four US-based major sport leagues",2019-5-14,20,3,321-343,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2019.1607521
",Kevin K. Byon,additional,"Department of Kinesiology, Indiana University, Bloomington, IN, USA","Sportscape, emotion, and behavioral intention: a case of the big four US-based major sport leagues",2019-5-14,20,3,321-343,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2019.1607521
",Brian H. Yim,additional,"School of Foundations, Leadership and Administration, Kent State University, Kent, OH, USA","Sportscape, emotion, and behavioral intention: a case of the big four US-based major sport leagues",2019-5-14,20,3,321-343,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2021.1993297
",Martin Gschwend,first,"University of St. Gallen, St. Gallen, Switzerland",On the importance of fixed effects over a short period of time when using sports data: a lesson from home advantage in alpine skiing,2021-10-28,NA,NA,1-13,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2021.1993297
",Alex Krumer,additional,"Faculty of Business Administration and Social Sciences, Molde University College, Molde, Norway",On the importance of fixed effects over a short period of time when using sports data: a lesson from home advantage in alpine skiing,2021-10-28,NA,NA,1-13,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2018.1439984
",Jamie Thompson,first,"School of Social Sciences, Heriot-Watt University, Edinburgh, UK",An examination of initiation rituals in a UK sporting institution and the impact on group development,2018-2-20,18,5,544-562,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2018.1439984
",James Johnstone,additional,"School of Social Sciences, Heriot-Watt University, Edinburgh, UK",An examination of initiation rituals in a UK sporting institution and the impact on group development,2018-2-20,18,5,544-562,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2018.1439984
",Curt Banks,additional,"School of Social Sciences, Heriot-Watt University, Edinburgh, UK",An examination of initiation rituals in a UK sporting institution and the impact on group development,2018-2-20,18,5,544-562,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2021.1976242
",Umer Hussain,first,"The Laboratory for Diversity in Sport, Department of Health & Kinesiology, Texas A&M University, College Station, TX, USA",The determinants of Muslim women's pro-sport Hijab purchase intention: a theory of planned behavior perspective,2021-9-5,NA,NA,1-20,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2021.1976242
",George B. Cunningham,additional,"The Laboratory for Diversity in Sport, Department of Health & Kinesiology, Texas A&M University, College Station, TX, USA",The determinants of Muslim women's pro-sport Hijab purchase intention: a theory of planned behavior perspective,2021-9-5,NA,NA,1-20,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2020.1723120
",Augusto Voltes-Dorta,first,"Management Science and Business Economics Group, University of Edinburgh Business School, Edinburgh, UK",The influence of race performance on re-participation behaviour of trail runners in the Transgrancanaria event,2020-2-11,21,1,58-77,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2020.1723120
",Juan Carlos Martín,additional,"Institute of Tourism and Sustainable Economic Development, University of Las Palmas de Gran Canaria, Las Palmas de Gran Canaria, Spain",The influence of race performance on re-participation behaviour of trail runners in the Transgrancanaria event,2020-2-11,21,1,58-77,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2018.1553056
",Giambattista Rossi,first,"Department of Management, Birkbeck University of London, London, UK",Football team performance efficiency and effectiveness in a corruptive context: the Calciopoli case,2018-12-11,19,5,583-604,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2018.1553056
",Dries Goossens,additional,"Faculty of Economics and Business Administration, Ghent University, Ghent, Belgium",Football team performance efficiency and effectiveness in a corruptive context: the Calciopoli case,2018-12-11,19,5,583-604,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2018.1553056
",Gian Luca Di Tanna,additional,Independent Scholar,Football team performance efficiency and effectiveness in a corruptive context: the Calciopoli case,2018-12-11,19,5,583-604,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2018.1553056
",Francesco Addesa,additional,"School of Sport, Leeds Beckett University, Leeds, UK",Football team performance efficiency and effectiveness in a corruptive context: the Calciopoli case,2018-12-11,19,5,583-604,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184740903024029
",Madeleine Andreff,first,"a   Organisation et Efficacité de la Production , University Paris Est , Paris,  France",Global Trade in Sports Goods: International Specialisation of Major Trading Countries,2009-7-6,9,3,259-294,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184740903024029
",Wladimir Andreff,additional,"b   Centre d'Economie de la Sorbonne , University Paris 1, Panthéon Sorbonne , Paris,  France",Global Trade in Sports Goods: International Specialisation of Major Trading Countries,2009-7-6,9,3,259-294,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2021.1964090
",Thomas Giel,first,"Department of Sport Economics and Sport Management, Institute of Sport Economics and Sport Management, German Sport University Cologne, Cologne, Germany",The general and facet-specific job satisfaction of voluntary referees based on the model of effort-reward imbalance,2021-8-11,NA,NA,1-23,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2021.1964090
",Christoph Breuer,additional,"Department of Sport Economics and Sport Management, Institute of Sport Economics and Sport Management, German Sport University Cologne, Cologne, Germany",The general and facet-specific job satisfaction of voluntary referees based on the model of effort-reward imbalance,2021-8-11,NA,NA,1-23,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2019.1594329
",Jaume García,first,"Department of Economics and Business, Universitat Pompeu Fabra, Barcelona, Spain",Organised and non-organised after-school physical activity among children in Spain: the role of school-related variables,2019-4-2,20,2,171-188,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2019.1594329
",María José Suárez,additional,"Department of Economics, Universidad de Oviedo, Oviedo, Spain",Organised and non-organised after-school physical activity among children in Spain: the role of school-related variables,2019-4-2,20,2,171-188,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2018.1424225
",Luca Fumarco,first,"STATEC Research, Luxembourg City, Luxembourg",The relative age effect on labour market outcomes – evidence from Italian football,2018-1-24,18,4,501-516,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2018.1424225
",Giambattista Rossi,additional,"Birkbeck University, London, UK",The relative age effect on labour market outcomes – evidence from Italian football,2018-1-24,18,4,501-516,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2017.1368684
",Kevin Filo,first,"Griffith Business School, Griffith University, Southport, Australia",‘You belonged to something’: exploring how fundraising teams add to the social leverage of events,2017-10-10,18,2,216-236,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2017.1368684
",Daniel Lock,additional,"Department of Sport and Physical Activity, Bournemouth University, Poole, UK",‘You belonged to something’: exploring how fundraising teams add to the social leverage of events,2017-10-10,18,2,216-236,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2017.1368684
",Emma Sherry,additional,"Department of Management and Marketing, La Trobe University, Melbourne, Australia",‘You belonged to something’: exploring how fundraising teams add to the social leverage of events,2017-10-10,18,2,216-236,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2017.1368684
",Hung Quang Huynh,additional,"Griffith Business School, Griffith University, Southport, Australia",‘You belonged to something’: exploring how fundraising teams add to the social leverage of events,2017-10-10,18,2,216-236,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184740601095073
",Donelda S. McKechnie,first,"a American University of Sharjah , UAE",The Fitness Trend Moves East: Emerging Market Demand in the UAE,2006-12-22,6,3,289-305,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184740601095073
",Jim Grant,additional,"a American University of Sharjah , UAE",The Fitness Trend Moves East: Emerging Market Demand in the UAE,2006-12-22,6,3,289-305,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184740601095073
",Fatema Shabbir Golawala,additional,"a American University of Sharjah , UAE",The Fitness Trend Moves East: Emerging Market Demand in the UAE,2006-12-22,6,3,289-305,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184740601095073
",Poornima Ganesh,additional,"a American University of Sharjah , UAE",The Fitness Trend Moves East: Emerging Market Demand in the UAE,2006-12-22,6,3,289-305,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184740601094936
",Mick Green,first,"a School of Sport and Exercise Sciences , Loughborough University , UK",From ‘Sport for All’ to Not About ‘Sport’ at All?: Interrogating Sport Policy Interventions in the United Kingdom,2006-12-22,6,3,217-238,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2020.1765403
",Ian R. Hodgkinson,first,"School of Business and Economics, Loughborough University, Loughborough, UK",Collective organisational publicness versus privateness in community sport: a national panel study of local authorities,2020-5-18,21,4,564-582,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2020.1765403
",Paul Hughes,additional,"Castle Business School, De Montfort University, Leicester, UK",Collective organisational publicness versus privateness in community sport: a national panel study of local authorities,2020-5-18,21,4,564-582,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2020.1765403
",Vitor Leone,additional,"Castle Business School, De Montfort University, Leicester, UK",Collective organisational publicness versus privateness in community sport: a national panel study of local authorities,2020-5-18,21,4,564-582,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2020.1820548
",Weisheng Chiu,first,"Lee Shau Kee School of Business and Administration, Open University of Hong Kong, Kowloon, Hong Kong",Leader-member exchange and turnover intention among collegiate student-athletes: the mediating role of psychological empowerment and the moderating role of psychological contract breach in competitive team sport environments,2020-10-9,NA,NA,1-27,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2020.1820548
",Ray Tak-yin Hui,additional,"Nagoya University of Commerce and Business, Nagoya, Japan",Leader-member exchange and turnover intention among collegiate student-athletes: the mediating role of psychological empowerment and the moderating role of psychological contract breach in competitive team sport environments,2020-10-9,NA,NA,1-27,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2020.1820548
",Doyeon Won,additional,"Department of Kinesiology, Texas A&M University–Corpus Christi, Corpus Christi, TX, USA",Leader-member exchange and turnover intention among collegiate student-athletes: the mediating role of psychological empowerment and the moderating role of psychological contract breach in competitive team sport environments,2020-10-9,NA,NA,1-27,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2020.1820548
",Jung-sup Bae,additional,"Division of Academic Affairs, Konkuk University – Glocal Campus, Chungju-si, Republic of Korea",Leader-member exchange and turnover intention among collegiate student-athletes: the mediating role of psychological empowerment and the moderating role of psychological contract breach in competitive team sport environments,2020-10-9,NA,NA,1-27,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2021.1929375
",Mohsen Behnam,first,"Faculty of Sport Sciences, Department of Sport Management, Urmia University, Urmia city, Iran",The impact of perceived corporate social responsibility on value-in-use through customer engagement in non-profit sports clubs: the moderating role of co-production,2021-6-5,NA,NA,1-22,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2021.1929375
",Christos Anagnostopoulos,additional,"University of Central Lancashire, Pyla, Cyprus",The impact of perceived corporate social responsibility on value-in-use through customer engagement in non-profit sports clubs: the moderating role of co-production,2021-6-5,NA,NA,1-22,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2021.1929375
",Terri Byers,additional,"Faculty of Kinesiology, University of New Brunswick, Fredericton, Canada",The impact of perceived corporate social responsibility on value-in-use through customer engagement in non-profit sports clubs: the moderating role of co-production,2021-6-5,NA,NA,1-22,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2021.1929375
",Dimitra A. Papadimitriou,additional,"Department of Business Management, University of Patras, Rio, Greece",The impact of perceived corporate social responsibility on value-in-use through customer engagement in non-profit sports clubs: the moderating role of co-production,2021-6-5,NA,NA,1-22,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2021.1910326
",Kurumi Aizawa,first,"Research Institute for Sport Knowledge, Waseda University, Tokyo, Japan",Leveraging sport events for sustainable sport participation: how schools contribute to sport development through events,2021-4-13,NA,NA,1-21,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2021.1910326
",Madeleine Orr,additional,"Department of Sport Management, SUNY Cortland, Cortland, NY, USA",Leveraging sport events for sustainable sport participation: how schools contribute to sport development through events,2021-4-13,NA,NA,1-21,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2021.1910326
",Yuhei Inoue,additional,"Sport Policy Unit, Department of Economics, Policy and International Business, Manchester Metropolitan University, Manchester, UK",Leveraging sport events for sustainable sport participation: how schools contribute to sport development through events,2021-4-13,NA,NA,1-21,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2021.1910326
",Jin Nagazumi,additional,"College of Sport and Health Science, Ritsumeikan University, Shiga, Japan",Leveraging sport events for sustainable sport participation: how schools contribute to sport development through events,2021-4-13,NA,NA,1-21,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2021.1910326
",Masayuki Yoshida,additional,"Department of Sports and Health Studies, Hosei University, Tokyo, Japan",Leveraging sport events for sustainable sport participation: how schools contribute to sport development through events,2021-4-13,NA,NA,1-21,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2020.1828968
",Liudmila Zasimova,first,"Faculty of Economic Sciences, Department of Applied Economics, HSE University, Moscow, Russian Federation",Sports facilities’ location and participation in sports among working adults,2020-10-9,NA,NA,1-21,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2021.2009897
",T. De Bock,first,"Department of Movement and Sport Sciences, Ghent University, Ghent, Belgium",Sport-for-All policies in sport federations: an institutional theory perspective,2021-12-9,NA,NA,1-23,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2021.2009897
",J. Scheerder,additional,"Department of Movement Sciences, KU Leuven, Leuven, Belgium",Sport-for-All policies in sport federations: an institutional theory perspective,2021-12-9,NA,NA,1-23,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2021.2009897
",M. Theeboom,additional,"Faculty of Psychology and Educational Sciences, Vrije Universiteit Brussel, Belgium",Sport-for-All policies in sport federations: an institutional theory perspective,2021-12-9,NA,NA,1-23,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2021.2009897
",T. De Clerck,additional,"Department of Movement and Sport Sciences, Ghent University, Ghent, Belgium",Sport-for-All policies in sport federations: an institutional theory perspective,2021-12-9,NA,NA,1-23,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2021.2009897
",B. Constandt,additional,"Department of Movement and Sport Sciences, Ghent University, Ghent, Belgium",Sport-for-All policies in sport federations: an institutional theory perspective,2021-12-9,NA,NA,1-23,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2021.2009897
",A. Willem,additional,"Department of Movement and Sport Sciences, Ghent University, Ghent, Belgium",Sport-for-All policies in sport federations: an institutional theory perspective,2021-12-9,NA,NA,1-23,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2016.1257552
",Daniel Parnell,first,"Research Institute of Sport, Physical Activity and Leisure, Carnegie Faculty, Leeds Metropolitan University, Leeds, UK",Sport management issues in an era of austerity,NA,17,1,67-74,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2016.1257552
",Karl Spracklen,additional,"Research Institute of Sport, Physical Activity and Leisure, Carnegie Faculty, Leeds Metropolitan University, Leeds, UK",Sport management issues in an era of austerity,NA,17,1,67-74,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2016.1257552
",Peter Millward,additional,"School of Humanities and Social Science, Liverpool John Moores University, Liverpool, UK",Sport management issues in an era of austerity,NA,17,1,67-74,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2020.1836010
",George Wills,first,"Department of Management, Birkbeck, University of London, London, UK","Uncertainty of outcome, team quality or star players? What drives TV audience demand for UEFA Champions League football?",2020-11-3,NA,NA,1-19,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2020.1836010
",Richard Tacon,additional,"Department of Management, Birkbeck, University of London, London, UK","Uncertainty of outcome, team quality or star players? What drives TV audience demand for UEFA Champions League football?",2020-11-3,NA,NA,1-19,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2020.1836010
",Francesco Addesa,additional,"Carnegie School of Sport, Leeds Beckett University, Leeds, UK","Uncertainty of outcome, team quality or star players? What drives TV audience demand for UEFA Champions League football?",2020-11-3,NA,NA,1-19,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2020.1777453
",Pamela Wicker,first,"Department of Sports Science, Bielefeld University, Bielefeld, Germany","Board gender diversity, critical masses, and organizational problems of non-profit sport clubs",2020-7-2,22,2,251-271,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2020.1777453
",Svenja Feiler,additional,"Department of Sport Economics and Sport Management, German Sport University Cologne, Cologne, Germany","Board gender diversity, critical masses, and organizational problems of non-profit sport clubs",2020-7-2,22,2,251-271,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2020.1777453
",Christoph Breuer,additional,"Department of Sport Economics and Sport Management, German Sport University Cologne, Cologne, Germany","Board gender diversity, critical masses, and organizational problems of non-profit sport clubs",2020-7-2,22,2,251-271,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2018.1527381
",Arden J. Anderson,first,"Department of Health and Kinesiology, Texas A&amp;M University, College Station, TX, USA",How contextual factors influence athlete experiences of team cohesion: an in-depth exploration,2018-10-30,19,3,353-372,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2018.1527381
",Marlene A. Dixon,additional,"Department of Health and Kinesiology, Texas A&amp;M University, College Station, TX, USA",How contextual factors influence athlete experiences of team cohesion: an in-depth exploration,2018-10-30,19,3,353-372,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2019.1610784
",Eivind Å. Skille,first,"Department of Public Health and Sport Sciences, Faculty of Social and Health Sciences, Inland Norway University of Applied Sciences, Elverum, Norway",The role of sport organizations for local and national community – the case of Sámi sport organizations,2019-5-14,20,2,239-254,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2019.1610784
",Josef Fahlén,additional,"Department of Education, Umeå University, Umeå, Sweden",The role of sport organizations for local and national community – the case of Sámi sport organizations,2019-5-14,20,2,239-254,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2021.1879191
",Lauren C. Hindman,first,"Mark H. McCormack Department of Sport Management, University of Massachusetts, Amherst, MA, USA",Bounded rationality or bounded morality? The National Basketball Association response to COVID-19,2021-2-11,21,3,333-349,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2021.1879191
",Nefertiti A. Walker,additional,"Mark H. McCormack Department of Sport Management, University of Massachusetts, Amherst, MA, USA",Bounded rationality or bounded morality? The National Basketball Association response to COVID-19,2021-2-11,21,3,333-349,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2021.1879191
",Kwame J. A. Agyemang,additional,"Sport Management Program, The Ohio State University, Columbus, OH, USA",Bounded rationality or bounded morality? The National Basketball Association response to COVID-19,2021-2-11,21,3,333-349,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2019.1643384
",Anton Behrens,first,"Department of Sport Business Administration, Institute of Sport Economics and Sport Management, German Sport University, Cologne, Germany",Uniting a sport teams’ global fan community: prototypical behavior of satellite fans enhances local fans’ attitudes and perceptions of groupness,2019-7-29,20,5,598-617,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2019.1643384
",Sebastian Uhrich,additional,"Department of Sport Business Administration, Institute of Sport Economics and Sport Management, German Sport University, Cologne, Germany",Uniting a sport teams’ global fan community: prototypical behavior of satellite fans enhances local fans’ attitudes and perceptions of groupness,2019-7-29,20,5,598-617,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184740601095016
",P. Brian Greenwood,first,"a California Polytechnic State University–San Luis Obispo , USA",Sport Fan Team Identification Formation in Mid-Level Professional Sport,2006-12-22,6,3,253-265,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184740601095016
",Michael A. Kanters,additional,"b North Carolina State University , USA",Sport Fan Team Identification Formation in Mid-Level Professional Sport,2006-12-22,6,3,253-265,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184740601095016
",Jonathan M. Casper,additional,"b North Carolina State University , USA",Sport Fan Team Identification Formation in Mid-Level Professional Sport,2006-12-22,6,3,253-265,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2019.1598456
",Alex Krumer,first,"Faculty of Business Administration and Social Sciences, Molde University College, Molde, Norway",Testing the effect of kick-off time in the UEFA Europa League,2019-4-3,20,2,225-238,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2019.1579240
",Ørnulf Seippel,first,"NIH: Norwegian School of Sport Sciences, Department of Cultural and Social Studies, Oslo, Norway",Professionalization of voluntary sport organizations – a study of the Quality Club Programme of the Norwegian Football Association,2019-3-19,19,5,666-683,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2017.1410203
",Dorothy R. Collins,first,"Department of Sport Management, Lake Erie College, Painesville, OH, USA",Sunday afternoon social capital: an ethnographic study of the Southern City Jets Club,2018-1-31,18,4,439-458,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2017.1410203
",Bob Heere,additional,"Department of Sport and Entertainment Management, University of South Carolina, Columbia, SC, USA",Sunday afternoon social capital: an ethnographic study of the Southern City Jets Club,2018-1-31,18,4,439-458,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2018.1517272
",Grace Yan,first,"Department of Sport and Entertainment Management, University of South Carolina, Columbia, SC, USA",Unfolding the Twitter scene of the 2017 UEFA Champions League Final: social media networks and power dynamics,NA,19,4,419-436,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2018.1517272
",Nicholas M. Watanabe,additional,"Department of Sport and Entertainment Management, University of South Carolina, Columbia, SC, USA",Unfolding the Twitter scene of the 2017 UEFA Champions League Final: social media networks and power dynamics,NA,19,4,419-436,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2018.1517272
",Stephen L. Shapiro,additional,"Department of Sport and Entertainment Management, University of South Carolina, Columbia, SC, USA",Unfolding the Twitter scene of the 2017 UEFA Champions League Final: social media networks and power dynamics,NA,19,4,419-436,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2018.1517272
",Michael L. Naraine,additional,"Deakin Business School, Deakin University, Melborune Burwood Campus, Burwood, VIC, Australia",Unfolding the Twitter scene of the 2017 UEFA Champions League Final: social media networks and power dynamics,NA,19,4,419-436,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2018.1517272
",Kevin Hull,additional,"Department of Sport and Entertainment Management, University of South Carolina, Columbia, SC, USA",Unfolding the Twitter scene of the 2017 UEFA Champions League Final: social media networks and power dynamics,NA,19,4,419-436,"Strategy and Management, Tourism, Leisure and Hospitality Management"
