DOI,AUTHOR_NAME,AUTHOR_ORDER,AFFILIATION,TITLE,DATE,VOLUME,ISSUE,PAGES,KEYWORDS,ABSTRACT
10.1080/14413523.2021.1880742,Jeffrey D. MacCharles,additional,"Department of Kinesiology, Michigan State University, East Lansing, MI, USA",Examining sport marketing through a rainbow lens,2021-3-25,24,3,421-438,"Marketing, Management Science and Operations Research, Organizational Behavior and Human Resource Management, Strategy and Management, Tourism, Leisure and Hospitality Management, Business and International Management","ABSTRACTAs sport has gradually become more accepting of LGBTQ individuals, sport organizations have attempted to connect with this lucrative market. The purpose of this paper is to provide an overview of the existing research that examines sport marketing issues related to LGBTQ individuals in sport. In doing so, the authors provide a multilevel model for understanding sport consumer perceptions of LGBTQ-inclusive marketing initiatives and highlight key contributions. The authors conclude by offering suggestions for future research. Based on the review of literature, authentic signals of inclusion can generate positive outcomes for fans and sport organizations. However, there is a need to create inclusive spectator sport spaces where LGBTQ fans feel safe and accepted."
10.1016/j.smr.2013.11.004,Constantino Stavros,first,"RMIT University, School of Economics, Finance & Marketing, Level 11, 445 Swanston Street , Melbourne 3000, Australia",Understanding fan motivation for interacting on social media,2014-10-1,17,4,455-469,"Marketing, Management Science and Operations Research, Organizational Behavior and Human Resource Management, Strategy and Management, Tourism, Leisure and Hospitality Management, Business and International Management",Highlights• Contribute to emerging research on the nature of social media use by fans.• Detail key motives fans exercise from the social media enabled connection to the team.• Discuss how social media can be used to further facilitate interaction in sport.• Identify implications for sport managers to further relational goals with fans.
10.1016/j.smr.2013.11.004,Matthew D. Meng,additional,"Boston University, School of Management,  595 Commonwealth Avenue , Boston, MA 02115, United States",Understanding fan motivation for interacting on social media,2014-10-1,17,4,455-469,"Marketing, Management Science and Operations Research, Organizational Behavior and Human Resource Management, Strategy and Management, Tourism, Leisure and Hospitality Management, Business and International Management",Highlights• Contribute to emerging research on the nature of social media use by fans.• Detail key motives fans exercise from the social media enabled connection to the team.• Discuss how social media can be used to further facilitate interaction in sport.• Identify implications for sport managers to further relational goals with fans.
10.1016/j.smr.2013.11.004,Kate Westberg,additional,"RMIT University, School of Economics, Finance & Marketing, Level 10, 445 Swanston Street , Melbourne 3000, Australia",Understanding fan motivation for interacting on social media,2014-10-1,17,4,455-469,"Marketing, Management Science and Operations Research, Organizational Behavior and Human Resource Management, Strategy and Management, Tourism, Leisure and Hospitality Management, Business and International Management",Highlights• Contribute to emerging research on the nature of social media use by fans.• Detail key motives fans exercise from the social media enabled connection to the team.• Discuss how social media can be used to further facilitate interaction in sport.• Identify implications for sport managers to further relational goals with fans.
10.1016/j.smr.2013.11.004,Francis Farrelly,additional,"RMIT University, School of Economics, Finance & Marketing, Level 10, 445 Swanston Street , Melbourne 3000, Australia",Understanding fan motivation for interacting on social media,2014-10-1,17,4,455-469,"Marketing, Management Science and Operations Research, Organizational Behavior and Human Resource Management, Strategy and Management, Tourism, Leisure and Hospitality Management, Business and International Management",Highlights• Contribute to emerging research on the nature of social media use by fans.• Detail key motives fans exercise from the social media enabled connection to the team.• Discuss how social media can be used to further facilitate interaction in sport.• Identify implications for sport managers to further relational goals with fans.
10.1016/j.smr.2012.02.006,Julie D. Lanzillo,first,"InfoSport, Inc., United States","Research Methods for Leisure, Recreation and Tourism",2012-7-1,15,3,385-386,"Marketing, Management Science and Operations Research, Organizational Behavior and Human Resource Management, Strategy and Management, Tourism, Leisure and Hospitality Management, Business and International Management",NA
10.1016/j.smr.2012.02.006,E. Sirakaya-Turk,additional,"CABI, Cambridge, MA (2011). ISBN: 1845937635304","Research Methods for Leisure, Recreation and Tourism",2012-7-1,15,3,385-386,"Marketing, Management Science and Operations Research, Organizational Behavior and Human Resource Management, Strategy and Management, Tourism, Leisure and Hospitality Management, Business and International Management",NA
10.1016/j.smr.2012.02.006,M. Uysal,additional,"CABI, Cambridge, MA (2011). ISBN: 1845937635304","Research Methods for Leisure, Recreation and Tourism",2012-7-1,15,3,385-386,"Marketing, Management Science and Operations Research, Organizational Behavior and Human Resource Management, Strategy and Management, Tourism, Leisure and Hospitality Management, Business and International Management",NA
10.1016/j.smr.2012.02.006,W. Hammitt,additional,"CABI, Cambridge, MA (2011). ISBN: 1845937635304","Research Methods for Leisure, Recreation and Tourism",2012-7-1,15,3,385-386,"Marketing, Management Science and Operations Research, Organizational Behavior and Human Resource Management, Strategy and Management, Tourism, Leisure and Hospitality Management, Business and International Management",NA
10.1016/j.smr.2012.02.006,J.J. Vaske,additional,"CABI, Cambridge, MA (2011). ISBN: 1845937635304","Research Methods for Leisure, Recreation and Tourism",2012-7-1,15,3,385-386,"Marketing, Management Science and Operations Research, Organizational Behavior and Human Resource Management, Strategy and Management, Tourism, Leisure and Hospitality Management, Business and International Management",NA
10.1016/j.smr.2013.01.004,Betul Sekendiz,first,"Lecturer in Exercise and Sport Management, School of Medical and Applied Sciences, Central Queensland University, Australia",Olympic Risks,2013-7-1,16,3,409-410,"Marketing, Management Science and Operations Research, Organizational Behavior and Human Resource Management, Strategy and Management, Tourism, Leisure and Hospitality Management, Business and International Management",NA
10.1016/j.smr.2013.01.004,W. Jennings,additional,"Palgrave MacMillan (2012). p. 263, ISBN: 978-0-230-30006-4",Olympic Risks,2013-7-1,16,3,409-410,"Marketing, Management Science and Operations Research, Organizational Behavior and Human Resource Management, Strategy and Management, Tourism, Leisure and Hospitality Management, Business and International Management",NA
10.1080/14413523.2021.1993645,Kevin Filo,first,"Department of Tourism, Sport and Hotel Management, Griffith University, Brisbane, Australia",An exploration of charity sport event donor perceptions of online peer-to-peer fundraising mechanisms,2022-3-25,NA,NA,1-24,"Marketing, Management Science and Operations Research, Organizational Behavior and Human Resource Management, Strategy and Management, Tourism, Leisure and Hospitality Management, Business and International Management","ABSTRACTThe employment of online peer-to-peer fundraising has become a critical aspect of the charity sport event experience. Charity sport event participants are encouraged and often requiredto fundraise as part of their involvement. Within this fundraising, participants increasingly use online peer-to-peer fundraising to solicit donations. The current research examines online peer-to-peer fundraising from the perspective of charity sport event donors. Guided by the diffusion of innovation theory and sociological approaches to technology, semi-structured interviews were conducted with individuals who had made an online donation in support of a charity sport event participant in the previous 12 months (N= 24). Four themes emerged from the interviews: technological detachment, technology eases pressure, saturated market, and cause integrity. These themes highlight concerns with the relative advantage inherent to online peer-to-peer fundraising as well as the importance of addressing technological adoption as a social process between users and technologies. The findings provide implications for event managers and charity managers to empower fundraisers to engage further with prospective donors through both online and in-person communication."
10.1080/14413523.2021.1993645,Nicholas Hookway,additional,"School of Social Sciences, University of Tasmania, Hobart, Australia",An exploration of charity sport event donor perceptions of online peer-to-peer fundraising mechanisms,2022-3-25,NA,NA,1-24,"Marketing, Management Science and Operations Research, Organizational Behavior and Human Resource Management, Strategy and Management, Tourism, Leisure and Hospitality Management, Business and International Management","ABSTRACTThe employment of online peer-to-peer fundraising has become a critical aspect of the charity sport event experience. Charity sport event participants are encouraged and often requiredto fundraise as part of their involvement. Within this fundraising, participants increasingly use online peer-to-peer fundraising to solicit donations. The current research examines online peer-to-peer fundraising from the perspective of charity sport event donors. Guided by the diffusion of innovation theory and sociological approaches to technology, semi-structured interviews were conducted with individuals who had made an online donation in support of a charity sport event participant in the previous 12 months (N= 24). Four themes emerged from the interviews: technological detachment, technology eases pressure, saturated market, and cause integrity. These themes highlight concerns with the relative advantage inherent to online peer-to-peer fundraising as well as the importance of addressing technological adoption as a social process between users and technologies. The findings provide implications for event managers and charity managers to empower fundraisers to engage further with prospective donors through both online and in-person communication."
10.1080/14413523.2021.1993645,Matthew Wade,additional,"Department of Social Sciences, LaTrobe University",An exploration of charity sport event donor perceptions of online peer-to-peer fundraising mechanisms,2022-3-25,NA,NA,1-24,"Marketing, Management Science and Operations Research, Organizational Behavior and Human Resource Management, Strategy and Management, Tourism, Leisure and Hospitality Management, Business and International Management","ABSTRACTThe employment of online peer-to-peer fundraising has become a critical aspect of the charity sport event experience. Charity sport event participants are encouraged and often requiredto fundraise as part of their involvement. Within this fundraising, participants increasingly use online peer-to-peer fundraising to solicit donations. The current research examines online peer-to-peer fundraising from the perspective of charity sport event donors. Guided by the diffusion of innovation theory and sociological approaches to technology, semi-structured interviews were conducted with individuals who had made an online donation in support of a charity sport event participant in the previous 12 months (N= 24). Four themes emerged from the interviews: technological detachment, technology eases pressure, saturated market, and cause integrity. These themes highlight concerns with the relative advantage inherent to online peer-to-peer fundraising as well as the importance of addressing technological adoption as a social process between users and technologies. The findings provide implications for event managers and charity managers to empower fundraisers to engage further with prospective donors through both online and in-person communication."
10.1080/14413523.2021.1993645,Catherine Palmer,additional,"Department of Social Sciences, Northumbria University, UK",An exploration of charity sport event donor perceptions of online peer-to-peer fundraising mechanisms,2022-3-25,NA,NA,1-24,"Marketing, Management Science and Operations Research, Organizational Behavior and Human Resource Management, Strategy and Management, Tourism, Leisure and Hospitality Management, Business and International Management","ABSTRACTThe employment of online peer-to-peer fundraising has become a critical aspect of the charity sport event experience. Charity sport event participants are encouraged and often requiredto fundraise as part of their involvement. Within this fundraising, participants increasingly use online peer-to-peer fundraising to solicit donations. The current research examines online peer-to-peer fundraising from the perspective of charity sport event donors. Guided by the diffusion of innovation theory and sociological approaches to technology, semi-structured interviews were conducted with individuals who had made an online donation in support of a charity sport event participant in the previous 12 months (N= 24). Four themes emerged from the interviews: technological detachment, technology eases pressure, saturated market, and cause integrity. These themes highlight concerns with the relative advantage inherent to online peer-to-peer fundraising as well as the importance of addressing technological adoption as a social process between users and technologies. The findings provide implications for event managers and charity managers to empower fundraisers to engage further with prospective donors through both online and in-person communication."
10.1016/j.smr.2010.02.001,Patrick Bouchet,first,"University of Burgundy, 	France",Segmenting sport spectators: Construction and preliminary validation of the Sporting Event Experience Search (SEES) scale,2011-1-1,14,1,42-53,"Marketing, Management Science and Operations Research, Organizational Behavior and Human Resource Management, Strategy and Management, Tourism, Leisure and Hospitality Management, Business and International Management","AbstractThis study's goal was to create and test a tool for identifying different types of sport spectators. Based on four types of sporting-event consumers – aesthete, interactive, supporter, and opportunist – we developed the Sporting Event Experience Search Scale (SEES). We conducted an empirical investigation involving two sporting events with both live and mediated types of attendance. Although the first validation step failed to support the four-type structure for the mediated context, the scale appeared to be relevant in a live-attendance context. The SEES scale should therefore allow sporting-event managers to analyse the nature and then the expectations of sport spectators by identifying which sporting event consumption type is dominant. This study consequently proposes four marketing axes corresponding to the four consumption patterns."
10.1016/j.smr.2010.02.001,Guillaume Bodet,additional,"Institute of Sport & Leisure Policy, SSES, University of Loughborough, LE11 3TU, UK",Segmenting sport spectators: Construction and preliminary validation of the Sporting Event Experience Search (SEES) scale,2011-1-1,14,1,42-53,"Marketing, Management Science and Operations Research, Organizational Behavior and Human Resource Management, Strategy and Management, Tourism, Leisure and Hospitality Management, Business and International Management","AbstractThis study's goal was to create and test a tool for identifying different types of sport spectators. Based on four types of sporting-event consumers – aesthete, interactive, supporter, and opportunist – we developed the Sporting Event Experience Search Scale (SEES). We conducted an empirical investigation involving two sporting events with both live and mediated types of attendance. Although the first validation step failed to support the four-type structure for the mediated context, the scale appeared to be relevant in a live-attendance context. The SEES scale should therefore allow sporting-event managers to analyse the nature and then the expectations of sport spectators by identifying which sporting event consumption type is dominant. This study consequently proposes four marketing axes corresponding to the four consumption patterns."
10.1016/j.smr.2010.02.001,Iouri Bernache-Assollant,additional,"University of Franche-Comté, France",Segmenting sport spectators: Construction and preliminary validation of the Sporting Event Experience Search (SEES) scale,2011-1-1,14,1,42-53,"Marketing, Management Science and Operations Research, Organizational Behavior and Human Resource Management, Strategy and Management, Tourism, Leisure and Hospitality Management, Business and International Management","AbstractThis study's goal was to create and test a tool for identifying different types of sport spectators. Based on four types of sporting-event consumers – aesthete, interactive, supporter, and opportunist – we developed the Sporting Event Experience Search Scale (SEES). We conducted an empirical investigation involving two sporting events with both live and mediated types of attendance. Although the first validation step failed to support the four-type structure for the mediated context, the scale appeared to be relevant in a live-attendance context. The SEES scale should therefore allow sporting-event managers to analyse the nature and then the expectations of sport spectators by identifying which sporting event consumption type is dominant. This study consequently proposes four marketing axes corresponding to the four consumption patterns."
10.1016/j.smr.2010.02.001,Faycel Kada,additional,"University of Burgundy, 	France",Segmenting sport spectators: Construction and preliminary validation of the Sporting Event Experience Search (SEES) scale,2011-1-1,14,1,42-53,"Marketing, Management Science and Operations Research, Organizational Behavior and Human Resource Management, Strategy and Management, Tourism, Leisure and Hospitality Management, Business and International Management","AbstractThis study's goal was to create and test a tool for identifying different types of sport spectators. Based on four types of sporting-event consumers – aesthete, interactive, supporter, and opportunist – we developed the Sporting Event Experience Search Scale (SEES). We conducted an empirical investigation involving two sporting events with both live and mediated types of attendance. Although the first validation step failed to support the four-type structure for the mediated context, the scale appeared to be relevant in a live-attendance context. The SEES scale should therefore allow sporting-event managers to analyse the nature and then the expectations of sport spectators by identifying which sporting event consumption type is dominant. This study consequently proposes four marketing axes corresponding to the four consumption patterns."
10.1016/j.smr.2011.05.004,Sarah Gee,first,"School of Sport and Exercise, Massey University, New Zealand",Sport Public Relations and Communication,2011-10-1,14,4,462-463,"Marketing, Management Science and Operations Research, Organizational Behavior and Human Resource Management, Strategy and Management, Tourism, Leisure and Hospitality Management, Business and International Management",NA
10.1016/j.smr.2011.05.004,M. Hopwood,additional,"1st edition Butterworth-Heinemann, Elsevier Ltd., The Boulevard, Langford Lane, Kidlington, Oxford OX5 1GB, UK (2010). 271 pp., ISBN: 9781856176156",Sport Public Relations and Communication,2011-10-1,14,4,462-463,"Marketing, Management Science and Operations Research, Organizational Behavior and Human Resource Management, Strategy and Management, Tourism, Leisure and Hospitality Management, Business and International Management",NA
10.1016/j.smr.2011.05.004,P. Kitchin,additional,"1st edition Butterworth-Heinemann, Elsevier Ltd., The Boulevard, Langford Lane, Kidlington, Oxford OX5 1GB, UK (2010). 271 pp., ISBN: 9781856176156",Sport Public Relations and Communication,2011-10-1,14,4,462-463,"Marketing, Management Science and Operations Research, Organizational Behavior and Human Resource Management, Strategy and Management, Tourism, Leisure and Hospitality Management, Business and International Management",NA
10.1016/j.smr.2011.05.004,J. Skinner,additional,"1st edition Butterworth-Heinemann, Elsevier Ltd., The Boulevard, Langford Lane, Kidlington, Oxford OX5 1GB, UK (2010). 271 pp., ISBN: 9781856176156",Sport Public Relations and Communication,2011-10-1,14,4,462-463,"Marketing, Management Science and Operations Research, Organizational Behavior and Human Resource Management, Strategy and Management, Tourism, Leisure and Hospitality Management, Business and International Management",NA
10.1016/j.smr.2020.04.006,Ashlee Morgan,first,"School of Business and Law, Edith Cowan University, Perth, Australia",Sport event sponsorship management from the sponsee’s perspective,2020-12-1,23,5,838-851,"Marketing, Management Science and Operations Research, Organizational Behavior and Human Resource Management, Strategy and Management, Tourism, Leisure and Hospitality Management, Business and International Management",Highlights• Structural and relational considerations are critical for sponsorship management• Brand and strategic compatibility are valued by the sponsee• Trustworthy relationships are instrumental in managing sponsors• Staff turnover impacts asset-specific knowledge and inter-firm social bonds
10.1016/j.smr.2020.04.006,Tracy Taylor,additional,"Victoria University, Australia",Sport event sponsorship management from the sponsee’s perspective,2020-12-1,23,5,838-851,"Marketing, Management Science and Operations Research, Organizational Behavior and Human Resource Management, Strategy and Management, Tourism, Leisure and Hospitality Management, Business and International Management",Highlights• Structural and relational considerations are critical for sponsorship management• Brand and strategic compatibility are valued by the sponsee• Trustworthy relationships are instrumental in managing sponsors• Staff turnover impacts asset-specific knowledge and inter-firm social bonds
